id,predicted_prices
3123039063,272201.91609986994
4233400280,328756.7823247469
3361400190,220977.22237194196
8835800480,607875.4288826218
7420100040,554494.3858510616
2324079073,696370.0808672918
924069042,362044.37332066876
3949600090,308067.3493104692
3574770100,530932.5791686563
2695600455,423132.01899761695
8964800860,976680.2775025266
3223069019,287653.6802142427
2472920680,516898.6675983816
2538800030,281663.911658198
723000114,1103345.6960324324
5652600605,499832.5775715247
3438501100,406757.8191357498
6154900070,647164.4542121758
7548301056,442179.9829516076
5605000440,687958.3172129714
3931900580,794767.679720713
2125049139,947579.027855425
6635000110,770865.7434204627
9238450430,262387.22674366913
7768800270,836285.7459738514
7996720050,677966.6690639954
7504200120,466935.46766484843
7893800250,496812.84394520713
6654700240,340924.43574383756
9828701507,515651.6626500687
1079450410,432904.9984985306
724069059,1865253.7339779695
2724069117,376431.4728735808
3860900003,819657.9925297747
1623800440,419941.09744831664
7923700020,475430.26851787954
2895800780,463522.18192196835
5104200420,250996.60156679168
2826049091,285777.3145544061
5028600550,219399.6564442862
7635801032,305021.399648945
3438501150,302486.22680212965
3679400474,391938.8657127279
5412400170,223816.9728494026
3298700840,260618.04551990444
5457801925,556926.7148173323
9268850130,304458.1934370883
2122059199,402615.9349176641
1926049355,552678.5202744851
7853220910,588472.2634366534
2143700830,321622.1196669765
3332500265,419947.37434884737
5116000250,393177.92697432014
3797000680,542108.2732914435
1872900076,695079.6346465425
7760400480,228487.85558809605
7973202712,180354.61422544136
6815100370,737535.742409608
255460330,470174.7874234954
3211100240,314704.05007232504
1561910190,436992.2414246905
3062600050,716376.5454229332
8562770320,499362.6944259523
3401700150,1194300.3565208085
6893300295,409970.13568669045
6072000440,719166.7623157104
3818700190,444573.3953047618
3522049063,815413.501946148
4094800260,1158795.6771640556
1124000050,432707.1430150141
7702080110,635688.4618119696
8682320320,474117.97012159415
3918400013,460588.8386116282
203400090,935991.0524176859
6752300120,297891.09796202555
821049149,252653.62050727013
5634500775,524091.0239205265
8562600500,451139.9578771679
9315100030,174688.55529247396
9510920120,873787.0649844116
5641300220,430585.8985383292
926069192,885808.8736470336
1423049019,232409.25312772352
1140000050,219861.0990527418
9290850810,1094266.880367105
7137900320,293647.4395432203
8860300220,549591.8591395533
9478500570,315666.2444248415
3066400080,786879.8514247274
1074100020,350777.54148481827
9521100866,460414.414284841
7809200005,326311.6231998784
5468000180,281056.6255315184
6690500070,656877.8874601658
6052400575,311562.3680445921
2825059256,891976.9995576916
3224800075,313014.8529575717
3211580210,377451.0127547923
8165501620,492695.6831788698
7272000980,324113.6304963508
3524039204,1020774.7418798056
339500160,729307.4719636715
9536600010,636301.4955083726
8731981360,388147.23362843116
6678900150,683698.6833173217
4141800030,657443.215554755
9269200540,556866.808513134
1898600100,177877.36211442054
7527410080,628177.7809543052
6738700335,1344561.9337353734
1025049254,579788.4360116533
1124000005,554245.0064133892
587550470,738002.880533181
1211000280,283091.38276270847
7852030310,443468.034710515
7616200050,422786.4084760861
1061400360,255689.1383197801
461004095,427050.162368032
2622059062,599943.9132633565
2767604551,408731.6315284897
1725079047,474670.4420993478
1773100121,345461.11703690083
8653900070,877410.7376733007
3832200070,279301.41751173657
2425069069,592669.0681467849
2144800146,487664.05208430346
7340600735,435336.2398748923
1000102,377621.97158978
5422950170,459248.0644032249
7419700010,660549.2786870064
8812401450,768803.2296375715
2723069052,697018.225118286
2558730070,457853.90736213507
8080400045,403962.7880717491
3878900395,506276.3896895689
3222059187,359087.20949698816
4036801070,392218.2931310283
7437100570,354508.8697855263
7212651100,443234.88094813767
4322200105,182618.3374276635
1829300130,872172.5072446414
2794700120,730457.8006071928
2798600240,398798.6010075709
1025039145,659787.7090406662
510002506,345290.40592809895
333100265,1040300.6094633443
1180002735,428898.37579183065
4310701577,468781.00350749545
6744701310,1633250.8184036687
3277801411,540002.5803822497
3416600185,541906.0029275734
7147800015,295296.20619251183
7214780050,655092.5145541216
4010800110,406780.5403488615
3275860270,765475.7480922343
2525049263,1049923.2600737263
123039336,230881.48761372123
3558000170,350878.2173946514
6154900130,294766.1342595613
8864000440,202593.09907285107
7856400410,1218436.988204278
1807900300,447253.5211430902
2397101460,447666.0303642515
8680500220,578806.6090534844
3317500100,797174.5957713316
6071800100,749380.614447389
7813200115,284810.4063808819
7625704005,471903.0857626862
7750500275,489272.2909472505
6061500130,839554.9125334568
9201000610,854564.2866807475
7732410120,870057.1126918081
4038500330,468632.480405121
6021503885,330559.94813290524
3584900160,558032.9038919815
6412600005,405099.20702384855
5332200375,609017.5749474149
2310030510,348389.8415327608
5255700160,557518.5054887948
325059286,725581.6927478418
5714200140,469096.9928472299
9164100035,558596.3425373511
1424059022,1405677.5579285484
1999700045,392780.3021200899
623049341,224684.54083695318
6645900010,837155.463521155
1794501390,773035.5106707537
5101404351,480909.8953831826
5316100920,1788736.1910311189
7551300060,355709.18590713973
9476700035,422860.2364035055
3581000340,361382.8441814264
1015000050,587440.6529050845
1950900245,215897.6143424219
8687800065,359209.0943311467
8682262330,439234.72698958137
1954400510,444127.19846742577
9407111220,252266.9597950738
5490210510,403945.1386789183
6430500182,743496.4228746941
8682310470,518841.1041361129
1005000250,278296.9998903161
7772800020,737814.4153825839
1651500060,660397.3648378786
3329510850,346959.0000169287
1788700185,159892.89648097428
9839301060,679122.8538805994
7202310040,535048.0822072931
1898700310,184755.27647905945
8005100360,250265.15302519774
6056111063,404852.2585039888
5419800510,234102.13579972714
1608000120,388806.18443889334
7843500080,330151.2050749096
1630700276,350885.5003350241
2254502445,401596.38012866356
2768000400,800775.2052203232
7920100083,307174.9956105632
9201300050,1318662.698927191
325059086,796897.8173067668
8682261440,488761.85226158885
3760500240,271827.1476778437
7015200790,462766.11132635287
8563040160,594925.9305381465
4435000145,229951.00294281062
1702901340,543781.6772502606
2621600015,184914.85081144882
8078430030,491486.66941193386
8087800480,481747.58441949106
9542800820,254549.68047017642
4013800206,272229.75282353954
4022902505,440812.6276846468
7100000250,307421.7027175866
3874010220,352688.2067585332
6003500995,602038.4519373248
255520180,817800.8763271965
7511210310,879874.0233226691
9275200080,271412.19192520727
5035300871,694079.6428689912
4031000250,263998.08933643484
9550200650,531202.6273959724
9282800075,450646.50348862703
9353300600,280743.04754975985
619000100,396648.6878872304
6117502455,309323.36744471046
2787700030,298862.1427136298
9532000010,484058.8621716577
4307340130,394727.52003488597
3693900245,385453.53159684094
6303401395,237243.8384482038
507100005,462352.6879989756
7968460110,344592.71803982684
8722100810,611075.0716790649
1003400250,255749.82545164553
3832050890,292805.3104418187
8024200683,418331.9324624967
4310700665,487620.59912594315
3226049565,543681.29126405
1561600095,708662.330174419
291310390,319929.67610636767
8146100410,452097.61221679015
3523069047,818669.6240091439
5557320030,250766.50935386345
4364700105,325330.74792812
726049217,531698.2019803261
6777800150,317518.2911105401
2954400520,1388226.0603868635
4376800010,554730.7108070367
2599700040,168242.22388161166
7853301240,446037.76009861124
5706000070,585126.2386873506
6600000217,1150954.6234594595
5561400220,734054.5318119486
7569450480,297029.2519305468
3904901520,331704.06129983626
3204800040,357101.1153212016
6021500320,480044.88939552906
6802200280,338127.459042994
9276200850,443159.5071701565
1568100220,281391.30329837755
421049254,182890.0533958858
2595300210,429158.6429982996
254000545,321465.727065608
226039075,736954.6701813248
1795920250,606450.6457310066
2407900200,375273.1989975121
2009003136,379772.15530797536
1402600040,390691.22736464924
9532000170,488744.28307688475
7227501369,349518.495346655
6046401105,388491.3298935703
3579000440,519939.96598694014
2895600420,233159.82393737565
8058500005,410058.02796551544
9322800260,654739.4932866828
3278600750,441840.7729255734
1118001645,946635.8929566416
3579700100,428195.2774879068
1498301672,551289.7011107957
8835800450,693078.7344980675
4331000265,314232.3597772598
1560920370,591484.0392985527
3523029077,353152.5753012494
5631500868,579423.9713948225
6371000079,622990.6053220277
4154305575,827507.1208683688
4136950140,385027.21937848354
1330850130,938245.228643515
5027800190,345342.72704717197
2129700320,298772.47676719696
1624079024,764024.604831317
7199320570,435163.62648905726
5469000140,454640.94287365756
1454100010,219483.5315400811
7880010150,1011379.670121617
7955030010,311501.4596788639
3904990260,438760.5438421662
2322069168,517754.39526598057
4232400110,863067.35714845
774100475,564926.1233591384
1246700136,412472.3075976135
8899210090,333755.01946463867
6671900130,530807.731635237
8562770490,493604.28818460554
1687000200,446572.28562487307
1626069139,454829.5394142011
3524039224,899340.0568307134
9465200405,352512.6012062146
3629700020,511480.647939116
7787920180,612840.484358957
4318200360,460215.31150838773
8827901415,548235.9531270041
6372000101,468962.46214903507
3579700015,343883.8595641437
522069119,521487.5392487757
5634500415,426594.290349318
7385310040,692774.116576391
1623089025,328433.22149465675
2572400100,456187.30684612016
3295710150,326701.7294003858
8562400025,483479.1151384799
6979900080,745467.8301639227
546000045,334936.0777331135
4397010350,473229.86541801057
5700004040,1124723.506110975
3343903611,612533.9257645945
6003501535,643663.1515330091
1559900140,379506.80463931116
3904902430,618180.2218261965
626100023,601737.4533467385
3205100080,376336.8029951554
326069101,584568.3670283614
8946700100,567936.4556011597
7696610270,298679.2970866649
84000335,325520.3247600841
1186000095,688474.1875097094
6600780130,522716.0610085164
5364200620,621669.0535386092
7856700990,691146.6898257964
3343301385,893492.2865663533
2011400791,295912.28044650797
7732410390,847361.7700130913
3835500195,2075282.018371649
5469500640,624841.0046153817
5634500392,579262.315342651
3022079094,673332.4502283657
1776230180,428446.8416362295
9297300055,880162.8658210929
8155500110,674601.9981766556
727500030,431307.2803358543
1523069022,361342.04648230056
3904100065,432326.74696542573
6430500186,542523.4181069726
7625703885,865510.8504531232
1771000430,274675.6898609593
9421500010,551513.2160453567
3222069151,276430.77700831165
1090000036,844644.3247493288
3579000410,465801.1238387325
3021059276,362256.5835240143
984000450,309718.3831924316
2968801085,314250.4630770247
1863900225,206511.86682313634
2769601250,443543.38554051815
2413300980,330579.3352461196
8563000770,495785.30960154097
1149900050,801514.2449304512
4038300010,429091.2225533547
2025700130,316893.61078586977
421000500,174297.2028800926
3288200470,529054.4275419196
7247000035,442530.6941279312
2768200090,610388.1560449705
5729000080,441972.0362522286
1922059282,366628.83220717404
2619600010,639908.3485593426
1787600164,404421.17497054336
5592900015,445287.4737353276
1443550080,512283.79122467246
5101408889,658213.7834063283
1310700210,336019.34152419266
3235390100,326789.40391679166
9528104985,527667.4252715415
7831800505,326347.28091247217
1253200290,265329.296510531
3299610240,910079.6352322608
8127700845,285473.63866334467
2201500240,427033.8440667308
5102400035,450958.24175229465
6600220150,441676.93881697056
2919700735,657282.1328612964
3224900130,297019.4639629278
1138010520,433678.1405317981
4038600300,760128.3105712902
1321970240,408297.6144238196
7686202065,335072.81413377175
624110020,760277.021821559
2126079014,540378.9195737074
7304301005,264919.5024332306
4048400185,153378.70724846874
8929000230,462305.54332775297
4302700559,394290.60667665076
9550200265,445257.72338595695
5151600040,317901.5644285014
203100690,767511.5786500036
8018600870,240297.8711170379
3904960910,565217.6135032746
3304030140,570129.1300455374
6450300673,372062.1487746456
3422049088,415249.7326250637
1921059213,358085.4485842272
2599001010,255621.26520653252
4017050020,651250.002077252
6669070220,722076.0479937997
8927600070,447003.76692682045
2781230230,603316.7699759094
9831200186,666811.1990377023
3395040920,439915.5540624831
2163900081,668749.4333582388
2979800520,676747.0514438482
797000330,339592.79101625195
8570900162,246539.0103947892
6705600020,978807.5684440733
2895800770,457339.8107273683
9808610190,1017075.1448118931
5205000250,325472.41167384625
6181400920,362555.8306333482
269000221,739322.832597734
6632900574,412863.0847357964
2206500105,397179.4241081584
9282801450,532400.0250392059
2589300170,470405.0886801886
9471201175,1141408.9675409251
6600400260,228435.52786640162
4358700100,492700.0215278927
1921059303,382350.3918362327
7555210100,761828.1888829689
5015000596,674433.2705157585
7203101590,353912.4475112808
7983100150,172042.5124112702
2597710450,394390.78550260013
7853220390,1018935.1377969398
1426300842,502598.74087872746
4246000180,522368.2810154586
8129700565,562957.2108644202
9526600260,679490.7269068555
7986401275,534166.2297680355
662440020,536457.0562597516
475001295,629091.5825097155
8663370060,431836.2710205247
9542400075,881370.7313416498
7787050180,584569.4978755855
8682262400,430915.98610121093
6403500570,441480.6040796946
2770602493,457300.363716264
2310050110,397447.1634792133
1837010010,553274.3402960321
8944550100,597644.9748163802
2810100040,492402.14677985193
6084200060,340164.43600401503
1624079088,529888.0351556262
7203600530,621912.3599900418
5423500240,178056.02011742702
1254200835,488257.37203369173
2331540070,332706.63107614324
7202330270,397431.6750369187
1959700225,556818.756704027
2600130020,920055.4870365489
1005000240,342621.8205029484
3211100730,295580.1659538004
1245500286,349428.9273931889
9275702405,1255188.1867629807
6624300110,359279.4020999657
5711200170,556473.1873330382
6679000370,307340.93432403886
9528102996,481980.056123719
8651443420,316937.35690461134
3294700101,271071.6622804441
3668000070,270371.4594834106
6413600276,358917.07998901734
7454000295,241684.5445634768
2887701940,499602.9606294686
7203600040,772914.7195149487
6362900145,355642.57903920306
1250201130,611126.304306874
7732410130,821213.9123084442
1402950450,427788.13769329427
3558900450,493983.8534483818
8648100030,248462.19722959466
2597531110,1018744.2619395778
3186600515,740055.7703971507
3886902950,1000642.415998582
3024079057,407767.28188256035
5608010980,1009252.3090194896
4443801495,547746.9552360664
624069108,3611145.6769896587
2158900140,608140.9966543298
2481630030,1010815.1740798448
8562970040,708313.34214676
3530200020,727869.6580141698
3760500280,1106571.5429296067
540100057,977978.8994221614
3832050570,301820.6895274198
7852150720,422059.53194782394
7772000010,550994.1397760632
8643000190,343840.6185088911
8691450120,972090.5927611603
6791400100,343636.2567981702
2051200506,257060.3902541201
7853320280,418032.5006709062
2822079012,348881.1922030192
9510910250,634332.2719410583
1266200130,539991.3588572112
1788800770,134210.92265527346
5452301785,1018440.2230390095
847100078,294697.48523209326
2296700050,606387.6318976253
3241600027,471274.83297477505
3278603000,648572.6036720666
3630180380,748256.0926744817
6813600605,831164.5663601449
7852090680,547568.3135411917
6820100010,533974.7070490514
7701700040,274254.5783448063
3374300030,399578.4711370997
3303860130,604368.8237172681
9465910190,663691.241316668
8859000045,465712.94770545803
6388930390,684028.4065655211
4427100030,410504.0035004135
421000285,226577.1371865546
629000605,1067198.8988276569
7773800015,537522.0676637635
8862000075,185205.40270181227
9521100465,440643.49868716765
8682211030,432074.68525619723
486000565,939190.7562440343
9500900060,338212.5031833339
5437810320,392818.3663524769
3347401315,477926.8975259236
269001331,946073.611540108
1560930070,967869.1771200268
9808630260,870160.6317834193
7299600130,447205.8041623927
4019301500,392236.68002473057
9276201190,480235.822878718
6861700156,1067007.8309826248
1543000060,557455.8588754408
8731981940,357642.2296986743
1762600090,1108037.3074233795
7202290140,418523.5031033156
1154100205,183296.1562388609
2726049150,472091.98924345436
7967200060,295571.18954477954
5602000275,349624.89248660655
8956200760,686868.6868284594
2626119062,313945.4874476793
4178300080,872967.1298826159
8084900160,1760161.099756777
255400060,816118.5240620882
9492500010,884300.5586263138
7221400320,208260.4720618908
4136930190,590356.8302243701
2597520720,865429.575624933
98000960,1302881.505521026
8099900490,401834.46244288527
7663700401,538213.8574348929
3362400511,478719.1948882392
2525000220,289785.95869035297
624110610,937532.8180346846
1467400095,422451.9629407263
6608500260,355202.29867397295
3883800011,193576.92060849263
8680300010,280595.2563275429
2872100345,819572.3712819627
7660100336,354178.8979681009
3179101945,698683.5157647677
3352400905,407005.70247790485
3438501862,456101.7255652463
6372000280,511452.50678505516
2558690130,527907.7049482136
8635760480,507216.1019779269
9392200030,280170.4525269861
9301301145,413244.08096925874
9264921110,290487.6009970746
2325400040,315747.66328198276
8118600080,377746.144805564
1753500100,377026.0994310198
3260000120,460617.74928505876
7752700110,439075.7109685326
3751600784,448959.283127079
7579200765,531672.7924322147
5631500866,557970.281541425
8650700090,633808.0553611649
4443801160,348765.12131177075
2474400250,333948.33461754164
4040200490,495229.1204033207
9264921140,314680.1430766441
3353400120,217207.43464874625
6127000480,744253.2759967704
7812801125,310433.4179494075
3331500485,296023.8398259066
4435000705,242287.0770857663
6205500030,447453.86626445927
1023089140,427069.3565419234
5272200040,348419.322318985
8035350010,630320.1209711195
9211500730,233830.41636967807
5244801230,642711.9373952935
4364200250,400270.49816945585
2324039077,388767.6818369993
9212900260,406791.27172784205
1432900350,284655.4801398504
2115720070,264474.2365076037
2616700450,271807.9553881944
3438503021,620207.4289202868
3885803895,480410.10841057927
98000740,1283874.2878209858
6163901913,370198.57471128815
6818400110,339846.3368268418
8835200330,456147.32872058224
5419801120,280137.9718491614
8565900160,556083.86152654
3034200399,718535.0407133837
1725059187,436940.149879916
7883601155,537993.231830248
1024000050,836548.9572269237
9828701745,252599.69195381747
9133600120,380373.7741745993
6749700002,422756.17646010243
1796370730,248321.47748343734
1545801850,271625.1553321742
6064800470,466571.45190415176
3558000130,392322.5717891918
7853301400,793824.2383075942
5406500480,573407.8702448357
603001045,326495.08038629545
6073500160,403601.0621519449
6814600355,708084.0802459032
2768000270,471688.38135684974
8122100235,317274.44062437874
1138020200,386914.73472096864
9828702812,497713.7631381519
9274202885,525782.006392147
7445000115,544137.9991211728
5088500210,572767.8918346016
7212651950,333899.8992954418
8084900195,922796.1403607954
5379804537,302164.481559201
7211402105,150821.72083385527
9289900065,400590.1377956449
868001790,807522.0455014167
5078400210,559959.3625695687
4309710100,774542.4942181822
5416300230,842897.2344540625
1139000215,465024.07692839886
6137610620,671148.3611896295
2206900065,380779.16553109785
524069020,1085907.22019871
5149300200,236921.20736806886
2922703260,426368.542054197
3322049126,195922.24164807957
6710100131,938980.0681090313
3387800380,237899.96812401759
7501000340,1072937.4496466306
2460700260,295663.1174826427
3885804225,699613.4782290405
4046400440,657523.6966587672
8732131090,323177.2311636767
624110050,866329.9792086072
8651730580,494953.8361353428
5132000140,322990.06362731225
7518504130,531333.4393530542
9407001500,297496.9062110488
3362400094,474908.4537439242
1163400020,336320.6369428831
8091411040,267653.0017491265
2215800050,883151.4598474306
4139430810,1460167.8054609885
293800900,871287.4542208596
7714000250,555041.8410144484
6117500955,439050.9667887899
1250201175,479309.8503839396
8651611110,919808.1012105183
6620400025,266075.28372811794
263000253,488056.3392255916
3095000095,567059.1592613112
2087700115,667533.7301149626
9530100921,401467.2481267401
7387500235,432049.2260031124
9144100158,418065.91167315876
3861400061,508465.55305758974
2322069116,445454.8932212985
203600140,632667.5028927934
1545804460,291897.589183211
4047200265,314553.74554627883
6600060120,436969.436540755
7568700525,229787.18592372932
2767602356,650078.3501632524
7604400150,406924.1818193618
2616800050,634165.0052492629
8665050060,406568.22887602024
2115200160,588234.2659732201
2391600555,345207.8845134029
9122500080,301439.4224976948
303000445,290850.1121109796
6121000090,313651.65527637256
8928100025,496044.1969272434
7867500021,461312.2179146831
1454100650,964617.8230811611
1623049133,296428.6400294447
2944000240,1203180.6380037756
1549500370,275733.8838027922
8078400020,446090.9227191037
9510970530,676747.9210328788
2968801105,220063.96291302558
2366800055,307054.94352360273
8861500080,614893.8069427521
3629890190,1206049.8120431236
7853230570,438873.6637858069
1697000400,241789.2528633677
1865000040,574300.3879049171
9478501020,293217.18900676735
3294700310,196951.05999927103
8079030350,422768.39546155283
322059161,252626.8737220383
425069104,793138.8045994829
7853302110,432855.4932664898
2781280310,344579.1306770089
1423069129,473493.4285731155
869700050,304336.8214881509
1454600038,995340.8706105687
6392003490,428353.68730316375
5454000010,553507.4290521174
1226039124,540472.8340996057
8643200055,330452.5818279824
7129300175,545617.4377505573
6699930440,485598.8310553532
3031200205,513889.61152377684
3741600020,559504.0092231656
2124069115,1521010.9494345482
7278100690,551928.5826211815
859000160,399392.0668873942
5469700052,235819.1818046994
7518500855,430266.2525412048
2770601696,528560.5789118537
1951800580,875606.8798279514
8078350090,478214.4776621258
8562790950,720216.1135410442
431500155,551529.4050198041
1839910470,450284.0050490465
1324049015,1824509.7488967439
5422560930,483471.25516863755
3211000930,256546.31325997665
2688100071,382048.94100385736
3211100450,249221.28461142836
7549802535,602222.4630548576
2708450020,587068.5506429927
2267000730,518489.0507849724
567000380,307686.26859964576
6788201440,594691.0037409021
3355400242,346286.56769459
3333002450,362534.63720257697
646910160,269393.5406862947
9274200990,477026.0794151473
1233100601,352718.40036486386
9523104345,873033.332372933
2028700575,538024.0567694939
9510971070,685273.7690353473
3876000710,448099.1604267553
4028900048,453403.55159553536
3226049530,458859.15542078443
88000591,188437.9325575281
5425700205,665679.8561926062
1760650950,282542.76845074014
2436700315,483555.674452089
272000620,296319.94485482166
682000030,666347.9436196616
3876313040,422676.723079525
8732190460,272283.05024588143
9523100459,538404.7953585509
808300180,499557.83834969986
2354300456,200976.0865143238
5112800060,374961.3392559461
3039000050,496411.43364824017
9362000040,1886758.0387709779
6073240060,508885.08984390163
8964800390,859426.5393749893
1825079086,805803.3170266884
8946780080,989174.4657371218
9468200109,1262184.8679113288
2767601390,598435.6498908944
7231501610,380093.2453516556
4305600360,430291.41892545816
7941130110,349889.3901200383
2473400340,322507.92368686706
2325039084,549153.7856817438
7852030790,491555.6803124422
2472950170,351498.23966952914
3022800010,384195.1617723122
5493110020,1561948.1774682535
8965400210,1022846.2641989436
3275850190,866982.1661439367
8075400100,288541.3336092365
9542000275,706079.1655745067
2791500280,273666.3071869213
8562890560,415327.22554104833
9274201809,530836.0177780841
3821000100,244328.47161164045
1954440080,478710.76614057616
1737100830,604660.2030260602
2523089110,844926.7358915412
524069115,844583.5867696519
4443801285,350413.7211710661
8078390150,623668.1137106013
2855000110,497093.22647938126
3438500742,551790.5640261614
3577000116,666119.6544075197
7852150200,375160.34254600154
1853080840,846861.6307757684
1868902745,749174.6928604427
3584900090,531024.4915540105
8113100150,309031.6659882415
7702600949,618947.9260931715
1314300046,371683.31544362655
7696300180,481039.86807696323
1137300690,699672.165144613
8956200770,777489.5064713119
3626500045,417944.22335776873
1928300620,410441.33011416293
9429500146,692346.2897019783
7104100065,579126.4473209303
2493200015,420126.08406056836
423059207,285083.36904332886
1402810150,288399.8360650715
251300260,295152.7190682979
3876311860,419640.56565994397
2273600410,459448.1677614629
2025700260,295953.71952988545
7784400130,592663.8432696969
7852040080,492423.8020612914
9547202265,947599.0323410785
3584800010,287474.50290084886
3904940140,501286.1610029388
2558160220,370861.78652063065
1231000458,693643.4715224521
4038300070,448588.49024309905
8121200530,490460.9321503935
2291400342,382005.0454719197
2768100510,572674.8882951912
5366200205,411598.6835450831
8698100115,428050.27677214774
6370000005,465105.34814432584
3352401476,318646.92264423135
2770602360,626748.0510456434
1026069061,790566.4586858456
8864000735,321776.0143743326
6338000592,429278.15662504366
9465910310,639345.0978327349
117000001,508970.48831442406
7000100850,512454.42103515245
4379400260,680262.021815281
2895810200,296265.2003415321
3876800710,232062.2723814347
5647000060,377729.1412392973
1282300105,267128.0069183221
1959703070,678673.079213913
1180005050,540667.0536072467
1788800630,130112.1720442065
9211010320,495425.87669076875
984200590,257852.43403974784
7276100282,632377.7594749165
1875500060,393530.9355685417
2125410210,528742.1041075389
1492800296,443728.05866606854
114700150,222224.35287202432
3438502066,423674.9108965038
3303700221,552592.3777076213
7940710100,554045.2314385405
2725069156,964540.3166980732
1370804446,450609.34713753924
1930301015,531989.5484393439
2896000680,686177.9014752692
4217402162,1021043.7382508884
1920079039,268014.009818599
5021900175,326585.6784222869
2212200100,304628.87031468074
9558020840,364916.8085607898
3530430155,313735.6335619707
1624059093,595076.2110675584
252000300,243313.77181552022
241900020,388966.6218914618
2329500260,244614.7780179875
4447300137,805615.318334975
240000031,343125.76325270184
8100000110,279311.6948716714
2524059267,1287533.8605976815
1402900460,476184.32883719483
3362401000,654946.6537701517
2768200210,480413.4352927909
6600220090,383020.67730746925
259000240,589359.50427152
7853250090,654816.1094388296
1703400470,430368.1548632496
1622049140,317021.6029497095
3904901190,488933.5812776076
4139430250,1971058.6972576212
2561340020,388208.7836314607
6870300090,512349.51249450614
323049176,546807.9761480972
2473420100,302913.1359475547
3959400335,523437.90106826695
179001425,323636.05439906206
8691390460,718673.0750081246
7625702440,464422.0294612841
1775800740,357985.8749560447
2641800060,199326.98538086764
1771110070,313719.6893016835
6806300920,587144.0092722686
8122100290,383294.60637405893
9537200037,352934.54253704636
5672000020,284220.2409972021
2112700895,322282.2291914939
3277801431,344605.0180895089
2798000020,832802.4749729107
2652501630,494499.49358130357
1438000360,452707.38105922873
6145601599,365064.73419814353
1761300310,243390.12342751562
3790600080,316252.3467788818
1925069099,786375.3123304737
3226049478,427217.52177885984
9477100620,385135.45590310177
8679600150,514857.8665731653
2436700666,508738.93093355873
2273600250,441247.9550467149
2922069134,327190.0057132245
6632300212,503240.9023909297
6379500216,431687.33050640026
3374500290,342325.40196992713
7624700050,505777.41619944625
4137060270,448192.77195724467
7130300690,454605.7247848633
7234601544,612677.5193253331
1423400160,196510.18763245406
5561401220,765999.5289194772
3888100176,439149.84327278385
514500090,578638.5294001723
3298700012,273741.2825107789
3526039193,783310.3673896373
2551500180,242169.9347357921
4030500130,307201.07019311405
4358700135,641551.0446906607
7812800775,339271.1876016594
7334400070,312032.41284811456
6151800300,430176.3858047846
8651611980,970160.9277600128
1099900120,388003.9246056147
98001000,1510414.203868221
5029450200,221677.08228626222
9542840120,307043.48911955446
8857320030,676259.1009982831
9541800010,931145.1767155668
6021502470,464792.22917350964
1623300765,395996.99146992876
6190701483,484323.18695118814
9407110710,269359.2041091829
424069264,733810.0746396242
4389200876,686805.871327261
4364200125,466419.80739043286
7199340620,460098.323902287
3997500130,192592.111342771
4443800505,584913.7130882068
6683000295,357179.8963000463
1321710460,321882.9696453992
2916200065,474708.5282033141
2925079012,820418.3074414125
6181410950,390926.5457703393
7853321110,423341.56275105773
5528600005,380647.2798294061
